TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,0, KEY ,1,262,7098,31.073606,35.311599,34.870381,12.023806,11.046268,37.450720,35.036723,26.918601,34.709878,1.693907
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,1, KEY ,1,262,7535,30.839488,34.909121,34.625357,11.880834,10.935258,44.017983,41.650589,26.642384,34.388937,1.458868
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,2, KEY ,1,262,7330,31.012032,35.017963,34.760853,12.211990,11.294745,44.745144,42.532534,26.857980,34.581202,1.480172
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,3, KEY ,1,262,6803,31.425794,34.664025,34.373044,12.074991,11.185813,48.737584,46.133101,27.128034,34.991319,1.828619
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,4, KEY ,1,262,6578,31.669906,35.005307,34.833538,12.015399,11.230413,47.584178,45.357616,27.378992,34.803661,1.475371
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,5, KEY ,1,262,7004,31.319360,35.096423,34.816539,12.114726,11.244371,46.685755,44.048520,27.105379,34.784307,1.230032
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,6, KEY ,1,262,6554,31.745297,35.352504,34.916703,11.975232,11.309115,45.534669,43.438545,27.460149,34.847722,1.812303
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,7, KEY ,1,262,6269,31.775833,35.493309,35.162548,11.812668,11.235598,45.161529,42.762315,27.507799,34.692107,1.483861
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,8, KEY ,1,262,6389,31.643117,35.231654,34.909306,11.779564,11.126771,43.927213,41.672425,27.356350,34.689331,1.939964
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,9, KEY ,1,262,5381,32.698786,34.962190,34.890277,12.534176,11.878170,61.202509,59.102747,28.229318,36.490846,1.543226
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,10, KEY ,1,262,6231,31.763729,34.859309,34.821109,11.591036,10.930176,50.831406,48.469773,27.453035,34.968391,1.139477
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,11, KEY ,1,262,7181,31.155470,34.906714,34.561429,12.013670,11.157897,50.752551,47.790958,26.942150,34.462772,1.416513
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,12, KEY ,1,262,8783,30.296022,34.100474,31.758425,11.391914,10.191261,48.225751,46.048913,25.867517,32.943593,0.582171
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,13, KEY ,1,262,7636,31.014634,34.935773,32.758718,11.530562,10.563290,43.935138,41.656991,26.566310,33.621086,1.549170
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,14, KEY ,1,262,7529,31.058585,35.058627,32.986531,11.628273,10.727347,43.684033,41.482730,26.641510,33.771817,1.259237
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,15, KEY ,1,262,7522,30.781235,34.730587,33.065241,11.665399,10.497685,43.864808,41.551452,26.376506,33.517622,1.657191
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,16, KEY ,1,262,7661,30.971797,34.605165,33.017574,11.649717,10.665634,41.972436,40.086738,26.532320,33.927823,1.222229
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,17, KEY ,1,262,7604,31.038039,34.207044,33.005542,11.432833,10.571610,52.287747,50.439139,26.578217,34.089351,0.676087
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,18, KEY ,1,262,7423,31.169237,34.231230,33.153942,11.628533,10.672454,49.534543,47.531659,26.724455,34.287577,0.871390
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,19, KEY ,1,262,7818,31.165821,34.296394,32.995712,11.812173,10.893070,52.104499,49.771667,26.754879,33.977341,1.078052
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,20, KEY ,1,262,8255,30.876054,33.555532,32.764098,11.469876,10.480449,51.776755,49.703968,26.393471,33.678410,1.079412
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,21, KEY ,1,262,7599,31.397399,34.119236,32.896111,11.746678,10.822573,49.112390,47.336842,26.870503,34.335674,1.243352
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,22, KEY ,1,262,7438,31.211125,34.504251,33.216947,11.652886,10.713981,48.234529,46.362983,26.769750,33.918051,1.343124
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,23, KEY ,1,262,7469,31.409284,35.173945,33.426838,11.793210,10.952213,47.339764,45.303741,27.026688,34.063273,1.353998
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,24, KEY ,1,262,7434,31.276281,34.932758,33.217339,11.435631,10.678376,44.952465,42.783633,26.847155,33.797787,1.116011
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,25, KEY ,1,262,7487,31.373177,34.621917,32.807957,11.598548,10.845925,47.157575,44.826914,26.857945,33.786715,1.112628
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,26, KEY ,1,262,7534,31.503395,34.374449,33.063573,11.913058,11.019752,46.010089,44.093426,26.964727,34.018058,1.511887
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,27, KEY ,1,262,7532,31.544334,34.501921,32.894934,11.918925,11.086989,46.689485,44.458325,26.988228,33.940898,1.216445
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,28, KEY ,1,262,7615,31.408927,34.358650,33.059579,11.843775,10.934023,48.021155,45.533202,26.901694,33.906538,1.247847
AI,aom,av2,0,A1,Neon1224_3840x2160_2997fps.y4m,3840x2160,30,10,210,29, KEY ,1,262,7767,31.391442,34.559854,33.144224,12.069560,11.187166,50.458435,48.111911,26.948498,33.895527,1.575913
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,0, KEY ,1,137,354169,49.174475,46.107225,49.962194,32.394282,25.102308,93.588270,91.811629,47.641129,47.184939,0.213373
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,1, KEY ,1,137,350242,49.209292,46.135890,49.995431,32.439895,25.112883,99.503677,97.680395,47.649268,47.200334,0.202940
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,2, KEY ,1,137,342314,49.251649,46.209816,50.101093,32.457181,25.103174,99.699168,97.909190,47.643139,47.260588,0.208394
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,3, KEY ,1,137,337240,49.309035,46.265453,50.194333,32.437626,25.110355,100.000000,98.268570,47.662098,47.294458,0.211992
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,4, KEY ,1,137,335479,49.324799,46.256546,50.212468,32.470877,25.111141,100.000000,98.390384,47.655618,47.300232,0.215148
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,5, KEY ,1,137,334209,49.310297,46.281528,50.259499,32.485534,25.099252,100.000000,98.404118,47.648126,47.292896,0.205499
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,6, KEY ,1,137,334515,49.311333,46.286901,50.253538,32.500240,25.091813,100.000000,98.446619,47.644240,47.296361,0.207881
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,7, KEY ,1,137,334894,49.307974,46.288910,50.239687,32.473622,25.102808,100.000000,98.403207,47.650761,47.282488,0.212444
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,8, KEY ,1,137,336829,49.293062,46.243185,50.236805,32.492881,25.092308,100.000000,98.355063,47.650921,47.248195,0.208814
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,9, KEY ,1,137,337547,49.287500,46.243019,50.237500,32.487370,25.092182,100.000000,98.364774,47.652471,47.245218,0.214282
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,10, KEY ,1,137,334929,49.277687,46.290982,50.263567,32.426297,25.066994,100.000000,98.355566,47.636253,47.262534,0.208120
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,11, KEY ,1,137,334609,49.280449,46.291488,50.284816,32.473622,25.069483,100.000000,98.308145,47.646952,47.264463,0.214160
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,12, KEY ,1,137,335693,49.268541,46.273929,50.267231,32.432184,25.063391,99.971062,98.195094,47.638318,47.246786,0.220495
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,13, KEY ,1,137,336677,49.245294,46.256491,50.216311,32.450350,25.052816,100.000000,98.228080,47.630631,47.218065,0.219766
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,14, KEY ,1,137,338379,49.244840,46.243902,50.211257,32.486452,25.065686,99.883759,98.062079,47.637830,47.211450,0.222890
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,15, KEY ,1,137,340587,49.219691,46.224583,50.185202,32.433544,25.059779,99.658190,97.865685,47.635871,47.193420,0.229834
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,16, KEY ,1,137,344630,49.174698,46.184903,50.117853,32.457181,25.046178,99.267254,97.512143,47.627744,47.164926,0.227261
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,17, KEY ,1,137,349736,49.131976,46.160710,50.045356,32.456726,25.047341,99.149959,97.380856,47.628702,47.131453,0.230417
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,18, KEY ,1,137,351606,49.116099,46.137051,50.022060,32.460373,25.038336,99.012782,97.241863,47.625589,47.118744,0.240928
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,19, KEY ,1,137,352886,49.102005,46.102319,50.008935,32.455359,25.038767,98.952668,97.185347,47.612578,47.095220,0.243270
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,20, KEY ,1,137,352896,49.097432,46.119740,49.976886,32.443529,25.032377,98.842050,97.113633,47.621603,47.100386,0.238232
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,21, KEY ,1,137,353182,49.106975,46.111312,50.009311,32.429013,25.031422,98.969149,97.195342,47.624493,47.101172,0.245063
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,22, KEY ,1,137,350838,49.129763,46.121176,50.046099,32.416803,25.037455,98.856597,97.089144,47.632874,47.113818,0.246781
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,23, KEY ,1,137,350785,49.119115,46.138746,50.004812,32.369643,25.018341,98.749991,97.000452,47.613720,47.133809,0.243836
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,24, KEY ,1,137,352523,49.110000,46.120913,50.003723,32.430825,25.028254,98.769906,97.007947,47.618497,47.121042,0.237629
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,25, KEY ,1,137,349609,49.137773,46.125069,49.996046,32.427202,25.040963,98.778981,97.025619,47.627982,47.131239,0.250453
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,26, KEY ,1,137,348642,49.127464,46.146891,50.032106,32.427202,25.011955,98.853943,97.054525,47.597776,47.136362,0.252754
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,27, KEY ,1,137,344104,49.175862,46.167994,50.090347,32.450805,25.029109,98.986630,97.198117,47.622557,47.173717,0.245546
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,28, KEY ,1,137,336992,49.218020,46.246634,50.195220,32.461286,25.017754,99.353397,97.589287,47.613556,47.227045,0.237856
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,85,29, KEY ,1,137,336304,49.242588,46.273838,50.206294,32.462655,25.032304,99.442044,97.669876,47.624793,47.260082,0.247802
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,0, KEY ,1,162,163156,45.095993,42.708573,47.315790,26.530111,20.693070,88.309849,86.070118,41.985686,43.831888,0.467527
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,1, KEY ,1,162,161551,45.127453,42.739907,47.391750,26.488396,20.680663,94.183420,91.783704,41.987217,43.844161,0.461327
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,2, KEY ,1,162,158079,45.180779,42.845035,47.455868,26.502950,20.693344,94.286771,91.993001,42.002462,43.915015,0.469124
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,3, KEY ,1,162,155125,45.227429,42.906233,47.567943,26.535936,20.703902,94.673909,92.321087,42.012953,43.942839,0.460346
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,4, KEY ,1,162,154082,45.250756,42.943347,47.588761,26.494628,20.708634,94.780212,92.414704,42.021239,43.971090,0.468362
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,5, KEY ,1,162,154242,45.258571,42.943103,47.590985,26.498903,20.712777,94.605104,92.357205,42.030679,43.963821,0.474173
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,6, KEY ,1,162,153852,45.236056,42.961926,47.586068,26.504571,20.692772,94.809857,92.389926,42.007033,43.959469,0.465220
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,7, KEY ,1,162,154204,45.244209,42.945202,47.576672,26.533605,20.701234,94.775224,92.429267,42.022962,43.942523,0.474553
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,8, KEY ,1,162,154900,45.210465,42.928473,47.590203,26.475154,20.677627,94.740405,92.424683,42.003662,43.912962,0.476164
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,9, KEY ,1,162,154675,45.194600,42.932848,47.590484,26.487819,20.669022,94.724021,92.345387,41.995903,43.912133,0.469306
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,10, KEY ,1,162,153870,45.205323,42.955025,47.612158,26.473775,20.665034,94.757572,92.400853,41.997406,43.921915,0.496200
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,11, KEY ,1,162,154159,45.233942,42.978620,47.635536,26.477684,20.691426,94.706760,92.396763,42.028940,43.953244,0.493958
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,12, KEY ,1,162,154815,45.215254,42.940778,47.620636,26.524525,20.679509,94.719904,92.354352,42.031410,43.917875,0.504856
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,13, KEY ,1,162,155085,45.203624,42.916939,47.599143,26.531392,20.684401,94.878647,92.425033,42.025428,43.902372,0.502556
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,14, KEY ,1,162,155436,45.186522,42.933555,47.572462,26.496591,20.672840,94.657803,92.277497,42.015876,43.896287,0.515107
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,15, KEY ,1,162,156659,45.143162,42.890130,47.528409,26.515117,20.653498,94.403399,92.018444,41.986694,43.875132,0.510484
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,16, KEY ,1,162,157835,45.090232,42.808836,47.449087,26.507813,20.623286,93.985832,91.710818,41.955693,43.819102,0.515584
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,17, KEY ,1,162,160050,45.062184,42.755370,47.410079,26.544689,20.633367,93.753356,91.542733,41.966206,43.784518,0.516837
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,18, KEY ,1,162,161315,45.032037,42.766530,47.393533,26.502141,20.615906,93.805458,91.456961,41.954936,43.780607,0.543294
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,19, KEY ,1,162,161986,45.027573,42.720849,47.408347,26.545858,20.631993,93.732927,91.365518,41.961065,43.752119,0.553179
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,20, KEY ,1,162,161850,45.015360,42.744567,47.357149,26.516858,20.608716,93.757969,91.463823,41.945755,43.765204,0.535934
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,21, KEY ,1,162,161879,45.029385,42.725622,47.400155,26.515117,20.613541,93.538051,91.311696,41.959233,43.756163,0.548507
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,22, KEY ,1,162,160580,45.043067,42.730424,47.426842,26.462985,20.609398,93.539964,91.248211,41.951585,43.778129,0.551243
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,23, KEY ,1,162,160645,45.057242,42.749379,47.392913,26.457600,20.622884,93.548847,91.227859,41.980173,43.796486,0.563710
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,24, KEY ,1,162,161750,45.061196,42.736832,47.360332,26.517554,20.637716,93.681451,91.337139,41.989350,43.789968,0.565651
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,25, KEY ,1,162,160190,45.067757,42.721222,47.374103,26.535470,20.633155,93.473329,91.215378,41.975653,43.781947,0.561030
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,26, KEY ,1,162,159914,45.058293,42.775482,47.410756,26.515465,20.613435,93.579851,91.303976,41.962243,43.810745,0.560606
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,27, KEY ,1,162,157342,45.104068,42.805300,47.484170,26.511173,20.632381,93.625847,91.319005,41.980446,43.831888,0.572469
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,28, KEY ,1,162,154296,45.163616,42.896410,47.568549,26.478259,20.627835,94.129485,91.744562,41.994804,43.899419,0.552905
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,110,29, KEY ,1,162,153398,45.182528,42.904018,47.564378,26.512681,20.634738,94.243205,91.878661,41.994912,43.913395,0.566552
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,0, KEY ,1,187,71193,41.094015,40.207278,45.211978,20.803388,16.488563,75.780384,73.408107,37.060525,41.045400,0.550879
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,1, KEY ,1,187,70205,41.113884,40.279399,45.308476,20.755008,16.477846,80.937932,78.555002,37.062602,41.101817,0.571407
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,2, KEY ,1,187,69329,41.208667,40.382960,45.398496,20.826560,16.526111,81.153873,78.711755,37.121284,41.162634,0.517645
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,3, KEY ,1,187,67726,41.244786,40.473453,45.461481,20.782849,16.516822,81.288375,78.917602,37.130780,41.199592,0.530801
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,4, KEY ,1,187,67543,41.266923,40.496070,45.485176,20.791910,16.535764,81.514458,79.091101,37.150356,41.209668,0.521091
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,5, KEY ,1,187,67405,41.272577,40.512106,45.561502,20.808124,16.545015,81.602402,79.117511,37.151524,41.220004,0.547202
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,6, KEY ,1,187,67364,41.273655,40.532916,45.510441,20.852879,16.555650,81.527242,79.153994,37.154963,41.211164,0.533078
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,7, KEY ,1,187,67327,41.273190,40.518466,45.507521,20.822022,16.545674,81.557015,79.121068,37.162935,41.214866,0.554463
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,8, KEY ,1,187,67678,41.239485,40.482576,45.476058,20.827217,16.522714,81.463115,79.089639,37.127776,41.150615,0.546131
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,9, KEY ,1,187,67465,41.234924,40.512175,45.518196,20.776963,16.513194,81.345578,79.058773,37.142247,41.170564,0.522810
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,10, KEY ,1,187,67338,41.264088,40.503215,45.525474,20.812336,16.541373,81.623791,79.227573,37.160951,41.167275,0.542954
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,11, KEY ,1,187,67229,41.242605,40.547617,45.516185,20.761759,16.512335,81.345639,78.966497,37.144457,41.160160,0.516068
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,12, KEY ,1,187,67470,41.232909,40.516674,45.471245,20.808654,16.514386,81.439135,79.037802,37.138855,41.160046,0.547208
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,13, KEY ,1,187,67421,41.202921,40.505794,45.509248,20.846457,16.499708,81.514877,79.173330,37.114371,41.159250,0.560037
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,14, KEY ,1,187,67562,41.200481,40.473174,45.477051,20.833203,16.504354,81.400045,79.063218,37.114855,41.129993,0.575135
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,15, KEY ,1,187,68139,41.191222,40.441046,45.480581,20.893741,16.516991,81.800909,79.300418,37.124567,41.163284,0.607083
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,16, KEY ,1,187,68751,41.136471,40.350401,45.408027,20.848786,16.482288,81.005381,78.662672,37.085988,41.068451,0.579566
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,17, KEY ,1,187,69701,41.105714,40.308849,45.342718,20.922137,16.489664,81.107785,78.760090,37.084662,41.049326,0.580316
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,18, KEY ,1,187,69645,41.069910,40.265127,45.307662,20.861772,16.462456,81.005368,78.594159,37.058855,41.032358,0.610975
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,19, KEY ,1,187,70027,41.053113,40.235038,45.308962,20.898801,16.462090,80.884330,78.547794,37.045823,41.007223,0.615692
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,20, KEY ,1,187,70046,41.064848,40.258956,45.250366,20.855022,16.461884,81.137434,78.658621,37.057388,41.018511,0.610760
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,21, KEY ,1,187,69934,41.058354,40.256367,45.318676,20.911682,16.456683,80.958838,78.636288,37.050831,41.004866,0.598980
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,22, KEY ,1,187,69099,41.088814,40.233491,45.315885,20.851651,16.452544,80.906477,78.569510,37.060816,41.041128,0.649529
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,23, KEY ,1,187,69425,41.067052,40.295750,45.275805,20.865530,16.439192,80.913745,78.466952,37.045231,41.042620,0.771188
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,24, KEY ,1,187,69484,41.055168,40.246476,45.307703,20.829065,16.439993,80.698467,78.248848,37.045390,41.030889,0.776393
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,25, KEY ,1,187,69344,41.096561,40.285744,45.345787,20.841647,16.470163,80.841610,78.429035,37.080016,41.056548,0.662504
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,26, KEY ,1,187,68842,41.093109,40.295719,45.346756,20.828940,16.444864,80.858538,78.504771,37.061466,41.049117,0.813484
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,27, KEY ,1,187,67929,41.124342,40.340601,45.374204,20.863919,16.452512,80.894784,78.516989,37.072299,41.082850,0.640057
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,28, KEY ,1,187,66635,41.207510,40.473514,45.495408,20.874164,16.481096,81.227132,78.868190,37.131649,41.156923,0.620429
AI,aom,av2,0,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,3840x2160,60,10,135,29, KEY ,1,187,66317,41.210504,40.503643,45.483242,20.831353,16.484971,81.324847,78.950916,37.123363,41.183930,0.683913
