TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
STILL,aom,av2,0,F1,landscape_28.y4m,4032x3024,25,8,135,0, KEY ,1,137,389457,35.305309,42.966999,44.975197,27.020801,16.490253,89.614099,87.443610,36.832338,39.914116,10.052924
STILL,aom,av2,0,F1,landscape_28.y4m,4032x3024,25,8,160,0, KEY ,1,162,174418,31.968420,40.635300,42.596798,23.305479,14.349198,76.372613,73.994066,32.071621,37.155239,10.149203
STILL,aom,av2,0,F1,landscape_28.y4m,4032x3024,25,8,185,0, KEY ,1,187,75797,28.739151,38.483346,40.167726,18.415169,11.769529,55.025030,52.949819,27.082828,34.303390,7.855032
STILL,aom,av2,0,F1,lodge.y4m,6000x4000,25,8,60,0, KEY ,1,62,6492622,48.770749,51.224450,51.578427,45.231519,29.980076,96.498343,95.503844,51.373646,49.597791,0.000014
STILL,aom,av2,0,F1,lodge.y4m,6000x4000,25,8,85,0, KEY ,1,87,3546153,43.671392,47.747958,48.441301,39.461949,24.540587,95.237375,93.782200,46.973441,44.955282,0.015777
STILL,aom,av2,0,F1,lodge.y4m,6000x4000,25,8,110,0, KEY ,1,112,1637907,39.168370,44.430737,45.516076,34.125421,19.721212,91.518268,89.740638,41.675478,40.988263,0.418951
STILL,aom,av2,0,F1,lodge.y4m,6000x4000,25,8,135,0, KEY ,1,137,776925,35.582275,41.295985,42.856731,28.678149,16.413949,82.434713,80.438441,36.428286,37.892675,0.800843
STILL,aom,av2,0,F1,lodge.y4m,6000x4000,25,8,160,0, KEY ,1,162,328218,31.850394,38.443829,40.581812,23.098586,12.888771,62.227473,60.434927,30.760596,34.788506,1.123727
STILL,aom,av2,0,F1,lodge.y4m,6000x4000,25,8,185,0, KEY ,1,187,110859,28.370421,36.097703,38.670028,17.659220,9.464891,32.826045,31.650166,25.679045,31.831500,1.451943
STILL,aom,av2,0,F1,party.y4m,6720x4480,25,8,60,0, KEY ,1,62,4784292,48.813237,56.887302,57.161293,45.162990,27.562436,96.773310,96.122356,49.766056,50.750867,0.000024
