TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,OrigRes,FPS,BitDepth,CodedRes,QP,Bitrate(kbps),PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,APSNR_Y,APSNR_U,APSNR_V,CAMBI,EncT[s],DecT[s],EncInstr,DecInstr,EncCycles,DecCycles,EncMD5,DecMD5
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25.00,8,4032x3024,60,5592289,48.604173,49.506899,50.887781,50.233228,34.447102,96.986022,96.325026,54.243238,47.771608,48.604173,49.506899,50.887781,0.000001,30501.97,2.02,191113478964209,10748975113,86121806369340,5662268806,6c18d45217cd5ccfe149141b9a860c46,
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25.00,8,4032x3024,85,3690944,42.672491,45.911317,48.346026,44.509335,28.406858,96.240109,95.230932,49.602734,43.317875,42.672491,45.911317,48.346026,0.000022,32114.58,2.53,233890094583868,10178551287,89685730400335,6858620688,a04d3e727d1886fc546ca932d6f08975,
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25.00,8,4032x3024,110,1978478,36.657198,42.768623,45.939912,38.454144,22.091165,94.225321,92.740518,43.048574,38.718014,36.657198,42.768623,45.939912,0.000163,60904.85,1.97,359312729167448,8699252840,160016062925631,5311138188,ecfd5d09d0e18f4767d483c1889742a8,
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25.00,8,4032x3024,135,862605,32.040693,40.124600,43.626286,32.160346,17.476714,88.096387,86.149211,36.193569,34.887293,32.040693,40.124600,43.626286,0.002432,83597.79,1.19,593909598847254,6263060087,233466309125665,4284600646,6fdd70763b5dee987a1d69559fc26af9,
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25.00,8,4032x3024,160,394683,28.656497,37.548459,41.405923,25.937533,14.076191,73.124493,71.040434,29.987040,31.883570,28.656497,37.548459,41.405923,0.006882,56901.71,0.93,401107636915772,5178520166,158902928353614,2600884159,b79322984dee9a0aaa9db9e6a824b517,
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25.00,8,4032x3024,185,173280,25.303466,35.061896,39.337263,19.972394,10.511486,49.458604,47.525676,24.251373,28.819727,25.303466,35.061896,39.337263,0.016077,33999.18,0.76,238369047473383,4341290225,94945285249097,2102572299,6f2aa45f0297aafdf08bd4bcea403517,
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25.00,8,4032x3024,60,3830948,48.722685,50.610378,50.956291,46.370089,31.417344,96.588547,95.826589,52.649235,48.073667,48.722685,50.610378,50.956291,0.000008,39870.17,2.09,280257575166690,8510891494,111349643388891,5640358684,281a337f61c7a39d57d983866760287b,
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25.00,8,4032x3024,85,2135640,42.894365,48.379423,48.740794,40.727375,25.426160,95.280699,94.193335,47.826139,44.177081,42.894365,48.379423,48.740794,0.001806,58862.75,1.41,341019742816787,7374119335,153557009891602,3958410126,1e9f82fe6107f7add51587c2eea21bcd,
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25.00,8,4032x3024,110,884392,37.740129,46.215317,46.737904,34.406735,19.667940,91.947982,90.422466,41.404671,40.461184,37.740129,46.215317,46.737904,0.237864,47819.94,1.24,343735840592153,4657403739,133542397105724,3378501854,f1b6a396e5b0eb3df908c6eabdf2ea38,
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25.00,8,4032x3024,135,319980,34.216086,44.177661,44.804923,28.395607,15.210376,84.005188,81.913101,34.992474,37.601518,34.216086,44.177661,44.804923,1.139252,74742.61,1.01,423352309282899,4154993308,195188207933609,2915174353,da444693b808c21d43e165666bfbe88a,
